"City","Long","Lat","year","month","pr","tmax","tmin"
"Lincoln",-96.7026,40.8137,"2018","04",14.168999671936,13.3610000610352,-1.76499998569489
"Lincoln",-96.7026,40.8137,"2018","05",67.5800018310547,27.6450004577637,13.6669998168945
"Lincoln",-96.7026,40.8137,"2018","06",178.397003173828,31.003999710083,18.8810005187988
"Lincoln",-96.7026,40.8137,"2018","07",128.981994628906,30.7049999237061,18.1100006103516
"Lincoln",-96.7026,40.8137,"2018","08",127.449996948242,29.7189998626709,17.3700008392334
"Lincoln",-96.7026,40.8137,"2018","09",201.27799987793,26.1499996185303,14.3870000839233
"Lincoln",-96.7026,40.8137,"2018","10",83.9010009765625,16.2220001220703,3.52999997138977
"Lincoln",-96.7026,40.8137,"2018","11",28.3509998321533,6.80700016021729,-5.62400007247925
"Lincoln",-96.7026,40.8137,"2018","12",99.2490005493164,4.54199981689453,-6.39400005340576
"Albuquerque",-106.6504,35.0844,"2018","01",0.860000014305115,12.1859998703003,-6.71700000762939
"Albuquerque",-106.6504,35.0844,"2018","02",9.04300022125244,15.8649997711182,-2.61299991607666
"Albuquerque",-106.6504,35.0844,"2018","03",7.94099998474121,19.1019992828369,0.0839999988675117
"Albuquerque",-106.6504,35.0844,"2018","04",0,25.4209995269775,5.49399995803833
"Albuquerque",-106.6504,35.0844,"2018","05",8.80200004577637,30.0960006713867,9.00899982452393
"Albuquerque",-106.6504,35.0844,"2018","06",17.9589996337891,34.8219985961914,14.4689998626709
"Albuquerque",-106.6504,35.0844,"2018","07",44.7680015563965,34.7000007629395,17.7940006256104
"Albuquerque",-106.6504,35.0844,"2018","08",34.1870002746582,33.1549987792969,16.2269992828369
"Albuquerque",-106.6504,35.0844,"2018","09",32.3089981079102,30.6849994659424,11.8920001983643
"Albuquerque",-106.6504,35.0844,"2018","10",62.8269996643066,21.0739994049072,6.99300003051758
"Albuquerque",-106.6504,35.0844,"2018","11",0.533999979496002,14.326000213623,-3.50699996948242
"Albuquerque",-106.6504,35.0844,"2018","12",11.1120004653931,9.78999996185303,-5.24200010299683
"Seattle",-122.3328,47.6061,"2018","01",207.856994628906,9.34899997711182,4.28399991989136
"Seattle",-122.3328,47.6061,"2018","02",61.5950012207031,7.57800006866455,2.58800005912781
"Seattle",-122.3328,47.6061,"2018","03",63.7150001525879,11.5369997024536,2.65300011634827
"Seattle",-122.3328,47.6061,"2018","04",146.964004516602,14.3249998092651,6.09800004959106
"Seattle",-122.3328,47.6061,"2018","05",4.47800016403198,20.7089996337891,9.97700023651123
"Seattle",-122.3328,47.6061,"2018","06",34.8160018920898,21.181999206543,11.0679998397827
"Seattle",-122.3328,47.6061,"2018","07",0.735000014305115,26.8950004577637,13.8140001296997
"Seattle",-122.3328,47.6061,"2018","08",12.206000328064,25.5189990997314,13.8380002975464
"Seattle",-122.3328,47.6061,"2018","09",29.0790004730225,21.0849990844727,11.1949996948242
"Seattle",-122.3328,47.6061,"2018","10",89.8740005493164,15.625,7.53999996185303
"Seattle",-122.3328,47.6061,"2018","11",109.541000366211,11.8839998245239,5.48999977111816
"Seattle",-122.3328,47.6061,"2018","12",153.255004882812,8.9060001373291,3.52900004386902
"Orlando",-81.3789,28.5384,"2019","01",82.3119964599609,21.3530006408691,10.1820001602173
"Orlando",-81.3789,28.5384,"2019","02",46.3400001525879,26.0860004425049,15.5410003662109
"Orlando",-81.3789,28.5384,"2019","03",81.6719970703125,25.6149997711182,14.5530004501343
"Orlando",-81.3789,28.5384,"2019","04",68.3369979858398,28.9629993438721,17.5289993286133
"Orlando",-81.3789,28.5384,"2019","05",91.3170013427734,32.0369987487793,21.443000793457
"Orlando",-81.3789,28.5384,"2019","06",306.731994628906,33.3790016174316,23.7320003509521
"Orlando",-81.3789,28.5384,"2019","07",217.876007080078,33.6230010986328,24.193000793457
"Orlando",-81.3789,28.5384,"2019","08",249.125,33.0880012512207,24.5189990997314
"Orlando",-81.3789,28.5384,"2019","09",86.6259994506836,32.515998840332,23.4890003204346
"Orlando",-81.3789,28.5384,"2019","10",192.794006347656,30.9290008544922,22.2689990997314
"Orlando",-81.3789,28.5384,"2019","11",35.3429985046387,25.5580005645752,15.1379995346069
"Orlando",-81.3789,28.5384,"2019","12",111.615997314453,24.2049999237061,14.710000038147
"StateCollege",-77.86,40.7934,"2019","01",116.22200012207,1.02600002288818,-7.27000045776367
"StateCollege",-77.86,40.7934,"2019","02",98,2.89800000190735,-5.75500011444092
"StateCollege",-77.86,40.7934,"2019","03",58.8950004577637,6.48000001907349,-3.25600004196167
"StateCollege",-77.86,40.7934,"2019","04",92.9089965820312,15.3809995651245,5.10300016403198
"StateCollege",-77.86,40.7934,"2019","05",171.837997436523,21.4489994049072,11.8629999160767
"StateCollege",-77.86,40.7934,"2019","06",93.177001953125,24.4230003356934,14.3179998397827
"StateCollege",-77.86,40.7934,"2019","07",68.6510009765625,28.6700000762939,18.0860004425049
"StateCollege",-77.86,40.7934,"2019","08",79.6340026855469,26.5739994049072,16.1089992523193
"StateCollege",-77.86,40.7934,"2019","09",53.7249984741211,24.5359992980957,12.6029996871948
"StateCollege",-77.86,40.7934,"2019","10",117.638999938965,17.0930004119873,6.90999984741211
"StateCollege",-77.86,40.7934,"2019","11",66.6650009155273,7.66800022125244,-1.92999994754791
"StateCollege",-77.86,40.7934,"2019","12",80.1039962768555,4.18400001525879,-3.14800000190735
"Burlington",-73.2121,44.4759,"2019","01",103.009002685547,-2.87800002098083,-13.0850009918213
"Burlington",-73.2121,44.4759,"2019","02",55.5299987792969,-1.0349999666214,-10.4440002441406
"Burlington",-73.2121,44.4759,"2019","03",52.6959991455078,3.22900009155273,-5.92200040817261
"Burlington",-73.2121,44.4759,"2019","04",86.1259994506836,12.1929998397827,2.61899995803833
"Burlington",-73.2121,44.4759,"2019","05",130.320007324219,17.1620006561279,8.13399982452393
"Burlington",-73.2121,44.4759,"2019","06",127.410003662109,24.4799995422363,13.2480001449585
"Burlington",-73.2121,44.4759,"2019","07",52.0099983215332,29.4969997406006,18.3780002593994
"Burlington",-73.2121,44.4759,"2019","08",53.3120002746582,27.2959995269775,15.7639999389648
"Burlington",-73.2121,44.4759,"2019","09",96.6729965209961,22.4069995880127,11.5159997940063
"Burlington",-73.2121,44.4759,"2019","10",154.667007446289,15.5719995498657,6.50699996948242
"Burlington",-73.2121,44.4759,"2019","11",145.809997558594,4.79400014877319,-2.91199994087219
"Burlington",-73.2121,44.4759,"2019","12",41.2290000915527,1.32799994945526,-6.85599994659424
"Lincoln",-96.7026,40.8137,"2019","01",28.6100006103516,1.0349999666214,-9.06700038909912
"Lincoln",-96.7026,40.8137,"2019","02",49.1269989013672,-3.19600009918213,-13.3380002975464
"Lincoln",-96.7026,40.8137,"2019","03",62.7369995117188,6.01200008392334,-4.95300006866455
"Lincoln",-96.7026,40.8137,"2019","04",22.5739994049072,18.8390007019043,5.86199998855591
"Lincoln",-96.7026,40.8137,"2019","05",204.578994750977,20.5909996032715,10.4300003051758
"Lincoln",-96.7026,40.8137,"2019","06",107.747001647949,28.5869998931885,17.1690006256104
"Lincoln",-96.7026,40.8137,"2019","07",86.6439971923828,31.1669998168945,20.576000213623
"Lincoln",-96.7026,40.8137,"2019","08",77.0839996337891,28.3279991149902,18.7210006713867
"Lincoln",-96.7026,40.8137,"2019","09",97.4199981689453,28.67799949646,17.4950008392334
"Lincoln",-96.7026,40.8137,"2019","10",115.667999267578,15.7950000762939,4.04099988937378
"Lincoln",-96.7026,40.8137,"2019","11",21.746000289917,9.09200000762939,-2.15700006484985
"Lincoln",-96.7026,40.8137,"2019","12",69.0029983520508,6.00899982452393,-4.71400022506714
"Albuquerque",-106.6504,35.0844,"2019","01",14.4610004425049,8.29800033569336,-5.38800048828125
"Albuquerque",-106.6504,35.0844,"2019","02",10.3620004653931,11.9580001831055,-3.90700030326843
"Albuquerque",-106.6504,35.0844,"2019","03",14.6470003128052,18.9309997558594,1.36500000953674
"Albuquerque",-106.6504,35.0844,"2019","04",26.0470008850098,22.5160007476807,4.92199993133545
"Albuquerque",-106.6504,35.0844,"2019","05",8.96199989318848,24.1720008850098,6.96299982070923
"Albuquerque",-106.6504,35.0844,"2019","06",0.850000023841858,31.757999420166,12.3809995651245
"Albuquerque",-106.6504,35.0844,"2019","07",42.2140007019043,35.125,17.6809997558594
"Albuquerque",-106.6504,35.0844,"2019","08",8.64000034332275,34.9739990234375,16.3309993743896
"Albuquerque",-106.6504,35.0844,"2019","09",18.7129993438721,30.9400005340576,13.3179998397827
"Albuquerque",-106.6504,35.0844,"2019","10",13.5270004272461,22.0739994049072,2.88899993896484
"Albuquerque",-106.6504,35.0844,"2019","11",57.0880012512207,14.2840003967285,-2.43300008773804
"Albuquerque",-106.6504,35.0844,"2019","12",6.2480001449585,10.1479997634888,-4.49499988555908
"Seattle",-122.3328,47.6061,"2019","01",82.3679962158203,9.85599994659424,2.54500007629395
"Seattle",-122.3328,47.6061,"2019","02",114.570999145508,5.1230001449585,-0.800000011920929
"Seattle",-122.3328,47.6061,"2019","03",38.451000213623,12.996000289917,2.32200002670288
"Seattle",-122.3328,47.6061,"2019","04",67.8430023193359,14.8730001449585,6.47800016403198
"Seattle",-122.3328,47.6061,"2019","05",33.9179992675781,20.3010005950928,9.61900043487549
"Seattle",-122.3328,47.6061,"2019","06",18.9689998626709,21.8360004425049,11.0179996490479
"Seattle",-122.3328,47.6061,"2019","07",43.5439987182617,23.82200050354,13.5620002746582
"Seattle",-122.3328,47.6061,"2019","08",32.4809989929199,25.1700000762939,14.41100025177
"Seattle",-122.3328,47.6061,"2019","09",89.9199981689453,20.5690002441406,13.003999710083
"Seattle",-122.3328,47.6061,"2019","10",71.5920028686523,14.1829996109009,5.59800004959106
"Seattle",-122.3328,47.6061,"2019","11",47.189998626709,11.2150001525879,3.95099997520447
"Seattle",-122.3328,47.6061,"2019","12",187.975006103516,8.39400005340576,4.25600004196167
"Orlando",-81.3789,28.5384,"2020","01",25.8419990539551,23.2280006408691,12.3859996795654
"Orlando",-81.3789,28.5384,"2020","02",35.7220001220703,24.8159999847412,12.9449996948242
"Orlando",-81.3789,28.5384,"2020","03",0.0309999994933605,28.7719993591309,16.8040008544922
"Orlando",-81.3789,28.5384,"2020","04",75.4759979248047,29.511999130249,18.6420001983643
"Orlando",-81.3789,28.5384,"2020","05",147.177993774414,31.2530002593994,20.0900001525879
"Orlando",-81.3789,28.5384,"2020","06",177.886993408203,32.7770004272461,23.5480003356934
"Orlando",-81.3789,28.5384,"2020","07",226.830001831055,33.6339988708496,24.6609992980957
"Orlando",-81.3789,28.5384,"2020","08",253.666000366211,34.2290000915527,24.9489994049072
"Orlando",-81.3789,28.5384,"2020","09",322.739990234375,32.4449996948242,24.0879993438721
"Orlando",-81.3789,28.5384,"2020","10",71.0270004272461,30.4869995117188,22.298999786377
"Orlando",-81.3789,28.5384,"2020","11",109.070999145508,27.1860008239746,18.9669990539551
"Orlando",-81.3789,28.5384,"2020","12",20.0349998474121,20.9659996032715,9.45300006866455
"StateCollege",-77.86,40.7934,"2020","01",59.4230003356934,4.32999992370605,-3.60700011253357
"StateCollege",-77.86,40.7934,"2020","02",66.8000030517578,5.12099981307983,-2.96600008010864
